Município,Data,Casos Acumulados,Casos Novos,Óbitos Acumulados,Óbitos novos
Itatinga,24/07/2021,2746,-2,49,0
Itatinga,24/08/2020,263,0,5,0
Itatinga,24/08/2021,2826,0,53,0
Itatinga,24/09/2020,300,1,7,1
Itatinga,24/10/2020,316,0,7,0
Itatinga,24/11/2020,338,0,7,0
Itatinga,24/12/2020,367,4,7,0
Itatinga,25/01/2021,519,1,12,0
Itatinga,25/02/2021,796,9,15,0
Itatinga,25/03/2021,969,19,17,0
Itatinga,25/04/2020,1,0,0,0
Itatinga,25/04/2021,1254,7,23,0
Itatinga,25/05/2020,4,0,1,0
Itatinga,25/05/2021,1672,28,26,0
Itatinga,25/06/2020,43,4,1,0
Itatinga,25/06/2021,2418,2,41,1
Itatinga,25/07/2020,159,4,3,0
Itatinga,25/07/2021,2746,0,49,0
Itatinga,25/08/2020,268,5,5,0
Itatinga,25/08/2021,2826,0,53,0
Itatinga,25/09/2020,299,-1,7,0
Itatinga,25/10/2020,316,0,7,0
Itatinga,25/11/2020,338,0,7,0
Itatinga,25/12/2020,367,0,7,0
Itatinga,26/01/2021,544,25,12,0
Itatinga,26/02/2021,803,7,15,0
Itatinga,26/03/2021,975,6,17,0
Itatinga,26/04/2020,1,0,0,0
Itatinga,26/04/2021,1254,0,23,0
Itatinga,26/05/2020,5,1,1,0
Itatinga,26/05/2021,1690,18,27,1
Itatinga,26/06/2020,43,0,1,0
Itatinga,26/06/2021,2459,41,41,0
Itatinga,26/07/2020,157,-2,3,0
Itatinga,26/07/2021,2747,1,49,0
Itatinga,26/08/2020,270,2,5,0
Itatinga,26/08/2021,2828,2,53,0
Itatinga,26/09/2020,299,0,7,0
Itatinga,26/10/2020,316,0,7,0
Itatinga,26/11/2020,338,0,7,0
Itatinga,26/12/2020,367,0,7,0
Itatinga,27/01/2021,558,14,12,0
Itatinga,27/02/2021,808,5,16,1
Itatinga,27/03/2020,0,0,0,0
Itatinga,27/03/2021,982,7,17,0
Itatinga,27/04/2020,1,0,0,0
Itatinga,27/04/2021,1265,11,23,0
Itatinga,27/05/2020,5,0,1,0
Itatinga,27/05/2021,1710,20,27,0
Itatinga,27/06/2020,45,2,1,0
Itatinga,27/06/2021,2463,4,41,0
Itatinga,27/07/2020,158,1,3,0
Itatinga,27/07/2021,2750,3,49,0
Itatinga,27/08/2020,271,1,5,0
Itatinga,27/08/2021,2830,2,53,0
Itatinga,27/09/2020,299,0,7,0
Itatinga,27/10/2020,318,2,7,0
Itatinga,27/11/2020,340,2,7,0
Itatinga,27/12/2020,367,0,7,0
Itatinga,28/01/2021,573,15,12,0
Itatinga,28/02/2021,808,0,16,0
Itatinga,28/03/2020,0,0,0,0
Itatinga,28/03/2021,983,1,17,0
Itatinga,28/04/2020,1,0,0,0
Itatinga,28/04/2021,1278,13,23,0
Itatinga,28/05/2020,8,3,1,0
Itatinga,28/05/2021,1711,1,27,0
Itatinga,28/06/2020,45,0,1,0
Itatinga,28/06/2021,2463,0,41,0
Itatinga,28/07/2020,158,0,3,0
Itatinga,28/07/2021,2751,1,48,-1
Itatinga,28/08/2020,275,4,6,1
Itatinga,28/08/2021,2831,1,53,0
Itatinga,28/09/2020,299,0,7,0
Itatinga,28/10/2020,319,1,7,0
Itatinga,28/11/2020,340,0,7,0
Itatinga,28/12/2020,367,0,7,0
Itatinga,29/01/2021,591,18,12,0
Itatinga,29/03/2020,0,0,0,0
Itatinga,29/03/2021,983,0,17,0
Itatinga,29/04/2020,1,0,0,0
Itatinga,29/04/2021,1283,5,23,0
Itatinga,29/05/2020,9,1,1,0
Itatinga,29/05/2021,1765,54,27,0
Itatinga,29/06/2021,2471,8,42,1
Itatinga,29/07/2020,167,9,5,2
Itatinga,29/07/2021,2761,10,48,0
Itatinga,29/08/2020,275,0,6,0
Itatinga,29/08/2021,2831,0,53,0
Itatinga,29/09/2020,300,1,7,0
Itatinga,29/10/2020,321,2,7,0
Itatinga,29/11/2020,340,0,7,0
Itatinga,29/12/2020,371,4,7,0
Itatinga,30/01/2021,602,11,13,1
Itatinga,30/03/2020,0,0,0,0
Itatinga,30/03/2021,1007,24,19,2
Itatinga,30/04/2020,1,0,0,0
Itatinga,30/04/2021,1293,10,23,0
Itatinga,30/05/2020,13,4,1,0
Itatinga,30/05/2021,1776,11,27,0
Itatinga,30/06/2020,47,2,1,0
Itatinga,30/06/2021,2476,5,42,0
Itatinga,30/07/2020,175,8,5,0
Itatinga,30/07/2021,2769,8,48,0
Itatinga,30/08/2020,275,0,6,0
Itatinga,30/08/2021,2832,1,53,0
Itatinga,30/09/2020,302,2,7,0
Itatinga,30/10/2020,323,2,7,0
Itatinga,30/11/2020,340,0,7,0
Itatinga,30/12/2020,372,1,7,0
Itatinga,31/01/2021,602,0,13,0
Itatinga,31/03/2020,0,0,0,0
Itatinga,31/03/2021,1012,5,19,0
Itatinga,31/05/2020,13,0,1,0
Itatinga,31/05/2021,1783,7,27,0
Itatinga,31/07/2020,179,4,5,0
Itatinga,31/07/2021,2770,1,48,0
Itatinga,31/08/2020,275,0,6,0
Itatinga,31/08/2021,2834,2,53,0
Itatinga,31/10/2020,323,0,7,0
Itatinga,31/12/2020,376,4,7,0
Lençóis Paulista,01/01/2021,3871,34,54,0
Lençóis Paulista,01/02/2021,5002,59,65,1
Lençóis Paulista,01/03/2021,5759,95,71,0
Lençóis Paulista,01/04/2020,1,0,0,0
Lençóis Paulista,01/04/2021,8222,96,104,1
Lençóis Paulista,01/05/2020,5,-1,1,0
Lençóis Paulista,01/05/2021,9397,58,135,0
Lençóis Paulista,01/06/2020,235,0,7,0
Lençóis Paulista,01/06/2021,10386,36,146,2
Lençóis Paulista,01/07/2020,1008,40,19,0
Lençóis Paulista,01/07/2021,11396,17,171,1
Lençóis Paulista,01/08/2020,1804,37,33,0
Lençóis Paulista,01/08/2021,11749,2,177,0
Lençóis Paulista,01/09/2020,2340,16,41,0
Lençóis Paulista,01/09/2021,11961,8,184,0
Lençóis Paulista,01/10/2020,2639,10,47,1
Lençóis Paulista,01/11/2020,2910,0,50,0
Lençóis Paulista,01/12/2020,3154,5,52,0
Lençóis Paulista,02/01/2021,3873,2,55,1
Lençóis Paulista,02/02/2021,5032,30,65,0
Lençóis Paulista,02/03/2021,5762,3,71,0
Lençóis Paulista,02/04/2020,1,0,0,0
Lençóis Paulista,02/04/2021,8250,28,106,2
Lençóis Paulista,02/05/2020,6,1,1,0
Lençóis Paulista,02/05/2021,9423,26,135,0
Lençóis Paulista,02/06/2020,263,28,7,0
Lençóis Paulista,02/06/2021,10468,82,146,0
Lençóis Paulista,02/07/2020,1033,25,19,0
Lençóis Paulista,02/07/2021,11407,11,172,1
Lençóis Paulista,02/08/2020,1809,5,33,0
Lençóis Paulista,02/08/2021,11752,3,177,0
Lençóis Paulista,02/09/2020,2360,20,42,1
Lençóis Paulista,02/09/2021,11968,7,184,0
Lençóis Paulista,02/10/2020,2658,19,47,0
Lençóis Paulista,02/11/2020,2910,0,50,0
Lençóis Paulista,02/12/2020,3177,23,52,0
Lençóis Paulista,03/01/2021,3874,1,55,0
Lençóis Paulista,03/02/2021,5072,40,67,2
Lençóis Paulista,03/03/2021,5826,64,71,0
Lençóis Paulista,03/04/2020,1,0,0,0
Lençóis Paulista,03/04/2021,8288,38,106,0
Lençóis Paulista,03/05/2020,6,0,1,0
Lençóis Paulista,03/05/2021,9426,3,135,0
Lençóis Paulista,03/06/2020,290,27,7,0
Lençóis Paulista,03/06/2021,10546,78,146,0
Lençóis Paulista,03/07/2020,1051,18,22,3
Lençóis Paulista,03/07/2021,11410,3,172,0
Lençóis Paulista,03/08/2020,1810,1,33,0
Lençóis Paulista,03/08/2021,11757,5,177,0
Lençóis Paulista,03/09/2020,2368,8,42,0
Lençóis Paulista,03/09/2021,11973,5,184,0
Lençóis Paulista,03/10/2020,2667,9,47,0
Lençóis Paulista,03/11/2020,2910,0,50,0
Lençóis Paulista,03/12/2020,3207,30,52,0
Lençóis Paulista,04/01/2021,3876,2,55,0
Lençóis Paulista,04/02/2021,5086,14,67,0
Lençóis Paulista,04/03/2021,5884,58,71,0
Lençóis Paulista,04/04/2020,1,0,0,0
Lençóis Paulista,04/04/2021,8310,22,106,0
Lençóis Paulista,04/05/2020,6,0,1,0
Lençóis Paulista,04/05/2021,9467,41,136,1
Lençóis Paulista,04/06/2020,298,8,8,1
Lençóis Paulista,04/06/2021,10548,2,146,0
Lençóis Paulista,04/07/2020,1055,4,22,0
Lençóis Paulista,04/07/2021,11440,30,172,0
Lençóis Paulista,04/08/2020,1856,46,33,0
Lençóis Paulista,04/08/2021,11763,6,177,0
Lençóis Paulista,04/09/2020,2392,24,42,0
Lençóis Paulista,04/09/2021,11988,15,184,0
Lençóis Paulista,04/10/2020,2667,0,47,0
Lençóis Paulista,04/11/2020,2915,5,51,1
Lençóis Paulista,04/12/2020,3224,17,52,0
Lençóis Paulista,05/01/2021,3901,25,56,1
Lençóis Paulista,05/02/2021,5110,24,67,0
Lençóis Paulista,05/03/2021,5978,94,71,0
Lençóis Paulista,05/04/2020,1,0,0,0
Lençóis Paulista,05/04/2021,8310,0,106,0
Lençóis Paulista,05/05/2020,6,0,1,0
Lençóis Paulista,05/05/2021,9491,24,136,0
Lençóis Paulista,05/06/2020,318,20,9,1
Lençóis Paulista,05/06/2021,10589,41,148,2
Lençóis Paulista,05/07/2020,1067,12,24,2
Lençóis Paulista,05/07/2021,11445,5,172,0
Lençóis Paulista,05/08/2020,1879,23,33,0
Lençóis Paulista,05/08/2021,11773,10,177,0
Lençóis Paulista,05/09/2020,2413,21,42,0
Lençóis Paulista,05/09/2021,11988,0,184,0
Lençóis Paulista,05/10/2020,2667,0,47,0
Lençóis Paulista,05/11/2020,2924,9,50,-1
Lençóis Paulista,05/12/2020,3239,15,52,0
Lençóis Paulista,06/01/2021,3944,43,56,0
Lençóis Paulista,06/02/2021,5150,40,67,0
Lençóis Paulista,06/03/2021,6037,59,71,0
Lençóis Paulista,06/04/2020,1,0,0,0
Lençóis Paulista,06/04/2021,8349,39,110,4
Lençóis Paulista,06/05/2020,9,3,1,0
Lençóis Paulista,06/05/2021,9527,36,138,2
Lençóis Paulista,06/06/2020,338,20,9,0
Lençóis Paulista,06/06/2021,10631,42,148,0
Lençóis Paulista,06/07/2020,1065,-2,24,0
Lençóis Paulista,06/07/2021,11481,36,172,0
Lençóis Paulista,06/08/2020,1898,19,33,0
Lençóis Paulista,06/08/2021,11781,8,177,0
Lençóis Paulista,06/09/2020,2414,1,42,0
Lençóis Paulista,06/09/2021,11993,5,184,0
Lençóis Paulista,06/10/2020,2684,17,47,0
Lençóis Paulista,06/11/2020,2924,0,50,0
Lençóis Paulista,06/12/2020,3239,0,52,0
Lençóis Paulista,07/01/2021,3988,44,59,3
Lençóis Paulista,07/02/2021,5151,1,67,0
Lençóis Paulista,07/03/2021,6070,33,71,0
Lençóis Paulista,07/04/2020,2,1,0,0
Lençóis Paulista,07/04/2021,8457,108,110,0
Lençóis Paulista,07/05/2020,10,1,1,0
Lençóis Paulista,07/05/2021,9551,24,139,1
Lençóis Paulista,07/06/2020,347,9,10,1
Lençóis Paulista,07/06/2021,10685,54,148,0
Lençóis Paulista,07/07/2020,1109,44,24,0
Lençóis Paulista,07/07/2021,11503,22,172,0
Lençóis Paulista,07/08/2020,1923,25,33,0
Lençóis Paulista,07/08/2021,11787,6,177,0
Lençóis Paulista,07/09/2020,2414,0,42,0
Lençóis Paulista,07/09/2021,11993,0,184,0
Lençóis Paulista,07/10/2020,2700,16,47,0
Lençóis Paulista,07/11/2020,2924,0,50,0
Lençóis Paulista,07/12/2020,3239,0,52,0
Lençóis Paulista,08/01/2021,4073,85,59,0
Lençóis Paulista,08/02/2021,5156,5,68,1
Lençóis Paulista,08/03/2021,6102,32,71,0
Lençóis Paulista,08/04/2020,2,0,0,0
Lençóis Paulista,08/04/2021,8503,46,111,1
Lençóis Paulista,08/05/2020,12,2,1,0
Lençóis Paulista,08/05/2021,9585,34,139,0
Lençóis Paulista,08/06/2020,360,13,10,0
Lençóis Paulista,08/06/2021,10699,14,148,0
Lençóis Paulista,08/07/2020,1118,9,24,0
Lençóis Paulista,08/07/2021,11528,25,173,1
Lençóis Paulista,08/08/2020,1960,37,33,0
Lençóis Paulista,08/08/2021,11795,8,177,0
Lençóis Paulista,08/09/2020,2418,4,43,1
Lençóis Paulista,08/09/2021,12008,15,184,0
Lençóis Paulista,08/10/2020,2717,17,47,0
Lençóis Paulista,08/11/2020,2924,0,50,0
Lençóis Paulista,08/12/2020,3258,19,52,0
Lençóis Paulista,09/01/2021,4093,20,59,0
Lençóis Paulista,09/02/2021,5186,30,68,0
Lençóis Paulista,09/03/2021,6119,17,71,0
Lençóis Paulista,09/04/2020,2,0,0,0
Lençóis Paulista,09/04/2021,8540,37,111,0
Lençóis Paulista,09/05/2020,13,1,1,0
Lençóis Paulista,09/05/2021,9612,27,139,0
Lençóis Paulista,09/06/2020,375,15,10,0
Lençóis Paulista,09/06/2021,10699,0,148,0
Lençóis Paulista,09/07/2020,1124,6,24,0
Lençóis Paulista,09/07/2021,11547,19,173,0
Lençóis Paulista,09/08/2020,1980,20,33,0
Lençóis Paulista,09/08/2021,11798,3,177,0
Lençóis Paulista,09/09/2020,2432,14,44,1
Lençóis Paulista,09/10/2020,2725,8,47,0
Lençóis Paulista,09/11/2020,2924,0,50,0
Lençóis Paulista,09/12/2020,3279,21,52,0
Lençóis Paulista,10/01/2021,4133,40,59,0
Lençóis Paulista,10/02/2021,5232,46,69,1
Lençóis Paulista,10/03/2021,6217,98,72,1
Lençóis Paulista,10/04/2020,3,1,0,0
Lençóis Paulista,10/04/2021,8572,32,112,1
Lençóis Paulista,10/05/2020,13,0,1,0
Lençóis Paulista,10/05/2021,9613,1,139,0
Lençóis Paulista,10/06/2020,412,37,10,0
Lençóis Paulista,10/06/2021,10785,86,150,2
Lençóis Paulista,10/07/2020,1159,35,26,2
Lençóis Paulista,10/07/2021,11564,17,173,0
Lençóis Paulista,10/08/2020,1980,0,33,0
Lençóis Paulista,10/08/2021,11801,3,177,0
Lençóis Paulista,10/09/2020,2445,13,44,0
Lençóis Paulista,10/10/2020,2732,7,47,0
Lençóis Paulista,10/11/2020,2924,0,50,0
Lençóis Paulista,10/12/2020,3297,18,52,0
Lençóis Paulista,11/01/2021,4145,12,59,0
Lençóis Paulista,11/02/2021,5247,15,69,0
Lençóis Paulista,11/03/2021,6283,66,72,0
Lençóis Paulista,11/04/2020,3,0,0,0
Lençóis Paulista,11/04/2021,8607,35,112,0
Lençóis Paulista,11/05/2020,13,0,1,0
Lençóis Paulista,11/05/2021,9633,20,140,1
Lençóis Paulista,11/06/2020,453,41,10,0
Lençóis Paulista,11/06/2021,10825,40,151,1
Lençóis Paulista,11/07/2020,1183,24,26,0
Lençóis Paulista,11/07/2021,11564,0,173,0
Lençóis Paulista,11/08/2020,2002,22,33,0
Lençóis Paulista,11/08/2021,11805,4,179,2
Lençóis Paulista,11/09/2020,2449,4,44,0
Lençóis Paulista,11/10/2020,2732,0,47,0
Lençóis Paulista,11/11/2020,2956,32,50,0
Lençóis Paulista,11/12/2020,3332,35,52,0
Lençóis Paulista,12/01/2021,4175,30,59,0
Lençóis Paulista,12/02/2021,5275,28,70,1
Lençóis Paulista,12/03/2021,6421,138,73,1
Lençóis Paulista,12/04/2020,3,0,0,0
Lençóis Paulista,12/04/2021,8618,11,115,3
Lençóis Paulista,12/05/2020,27,14,1,0
Lençóis Paulista,12/05/2021,9688,55,140,0
Lençóis Paulista,12/06/2020,516,63,11,1
Lençóis Paulista,12/06/2021,10892,67,151,0
Lençóis Paulista,12/07/2020,1192,9,26,0
Lençóis Paulista,12/07/2021,11573,9,173,0
Lençóis Paulista,12/08/2020,2030,28,33,0
Lençóis Paulista,12/08/2021,11813,8,179,0
Lençóis Paulista,12/09/2020,2473,24,44,0
Lençóis Paulista,12/10/2020,2732,0,47,0
Lençóis Paulista,12/11/2020,2974,18,51,1
Lençóis Paulista,12/12/2020,3337,5,52,0
Lençóis Paulista,13/01/2021,4227,52,59,0
Lençóis Paulista,13/02/2021,5303,28,70,0
Lençóis Paulista,13/03/2021,6502,81,74,1
Lençóis Paulista,13/04/2020,3,0,0,0
Lençóis Paulista,13/04/2021,8639,21,116,1
Lençóis Paulista,13/05/2020,49,22,1,0
Lençóis Paulista,13/05/2021,9714,26,141,1
Lençóis Paulista,13/06/2020,527,11,11,0
Lençóis Paulista,13/06/2021,10909,17,152,1
Lençóis Paulista,13/07/2020,1194,2,26,0
Lençóis Paulista,13/07/2021,11581,8,175,2
Lençóis Paulista,13/08/2020,2056,26,33,0
Lençóis Paulista,13/08/2021,11821,8,179,0
Lençóis Paulista,13/09/2020,2473,0,44,0
Lençóis Paulista,13/10/2020,2732,0,47,0
Lençóis Paulista,13/11/2020,2994,20,51,0
Lençóis Paulista,13/12/2020,3337,0,52,0
Lençóis Paulista,14/01/2021,4285,58,59,0
Lençóis Paulista,14/02/2021,5304,1,70,0
Lençóis Paulista,14/03/2021,6575,73,74,0
Lençóis Paulista,14/04/2020,3,0,0,0
Lençóis Paulista,14/04/2021,8679,40,117,1
Lençóis Paulista,14/05/2020,52,3,1,0
Lençóis Paulista,14/05/2021,9762,48,142,1
Lençóis Paulista,14/06/2020,542,15,12,1
Lençóis Paulista,14/06/2021,10919,10,154,2
Lençóis Paulista,14/07/2020,1207,13,26,0
Lençóis Paulista,14/07/2021,11616,35,175,0
Lençóis Paulista,14/08/2020,2072,16,33,0
Lençóis Paulista,14/08/2021,11848,27,180,1
Lençóis Paulista,14/09/2020,2473,0,44,0
Lençóis Paulista,14/10/2020,2752,20,47,0
Lençóis Paulista,14/11/2020,2997,3,52,1
Lençóis Paulista,14/12/2020,3415,78,52,0
Lençóis Paulista,15/01/2021,4321,36,59,0
Lençóis Paulista,15/02/2021,5311,7,70,0
Lençóis Paulista,15/03/2021,6607,32,74,0
Lençóis Paulista,15/04/2020,3,0,0,0
Lençóis Paulista,15/04/2021,8724,45,117,0
Lençóis Paulista,15/05/2020,61,9,1,0
Lençóis Paulista,15/05/2021,9799,37,142,0
Lençóis Paulista,15/06/2020,542,0,12,0
Lençóis Paulista,15/06/2021,10950,31,154,0
Lençóis Paulista,15/07/2020,1223,16,28,2
Lençóis Paulista,15/07/2021,11623,7,175,0
Lençóis Paulista,15/08/2020,2088,16,34,1
Lençóis Paulista,15/08/2021,11850,2,180,0
Lençóis Paulista,15/09/2020,2479,6,44,0
Lençóis Paulista,15/10/2020,2756,4,47,0
Lençóis Paulista,15/11/2020,2997,0,52,0
Lençóis Paulista,15/12/2020,3422,7,52,0
Lençóis Paulista,16/01/2021,4366,45,59,0
Lençóis Paulista,16/02/2021,5337,26,70,0
Lençóis Paulista,16/03/2021,6665,58,76,2
Lençóis Paulista,16/04/2020,3,0,0,0
Lençóis Paulista,16/04/2021,8791,67,117,0
Lençóis Paulista,16/05/2020,79,18,1,0
Lençóis Paulista,16/05/2021,9830,31,142,0
Lençóis Paulista,16/06/2020,564,22,12,0
Lençóis Paulista,16/06/2021,10992,42,157,3
Lençóis Paulista,16/07/2020,1236,13,28,0
Lençóis Paulista,16/07/2021,11634,11,175,0
Lençóis Paulista,16/08/2020,2088,0,34,0
Lençóis Paulista,16/08/2021,11852,2,180,0
Lençóis Paulista,16/09/2020,2480,1,44,0
Lençóis Paulista,16/10/2020,2765,9,47,0
Lençóis Paulista,16/11/2020,2997,0,52,0
Lençóis Paulista,16/12/2020,3422,0,52,0
Lençóis Paulista,17/01/2021,4367,1,59,0
Lençóis Paulista,17/02/2021,5373,36,70,0
Lençóis Paulista,17/03/2021,6819,154,76,0
Lençóis Paulista,17/04/2020,3,0,0,0
Lençóis Paulista,17/04/2021,8833,42,119,2
Lençóis Paulista,17/05/2020,86,7,2,1
Lençóis Paulista,17/05/2021,9831,1,142,0
Lençóis Paulista,17/06/2020,566,2,16,4
Lençóis Paulista,17/06/2021,11004,12,158,1
Lençóis Paulista,17/07/2020,1262,26,28,0
Lençóis Paulista,17/07/2021,11634,0,175,0
Lençóis Paulista,17/08/2020,2089,1,34,0
Lençóis Paulista,17/08/2021,11864,12,181,1
Lençóis Paulista,17/09/2020,2488,8,44,0
Lençóis Paulista,17/10/2020,2775,10,47,0
Lençóis Paulista,17/11/2020,3006,9,52,0
Lençóis Paulista,17/12/2020,3487,65,52,0
Lençóis Paulista,18/01/2021,4416,49,60,1
Lençóis Paulista,18/02/2021,5403,30,69,-1
Lençóis Paulista,18/03/2021,6896,77,76,0
Lençóis Paulista,18/04/2020,3,0,0,0
Lençóis Paulista,18/04/2021,8869,36,121,2
Lençóis Paulista,18/05/2020,87,1,2,0
Lençóis Paulista,18/05/2021,9873,42,143,1
Lençóis Paulista,18/06/2020,573,7,16,0
Lençóis Paulista,18/06/2021,11036,32,162,4
Lençóis Paulista,18/07/2020,1267,5,29,1
Lençóis Paulista,18/07/2021,11658,24,175,0
Lençóis Paulista,18/08/2020,2107,18,36,2
Lençóis Paulista,18/08/2021,11868,4,182,1
Lençóis Paulista,18/09/2020,2515,27,44,0
Lençóis Paulista,18/10/2020,2775,0,47,0
Lençóis Paulista,18/11/2020,3019,13,52,0
Lençóis Paulista,18/12/2020,3513,26,52,0
Lençóis Paulista,19/01/2021,4453,37,60,0
Lençóis Paulista,19/02/2021,5413,10,69,0
Lençóis Paulista,19/03/2021,7088,192,76,0
Lençóis Paulista,19/04/2020,3,0,0,0
Lençóis Paulista,19/04/2021,8883,14,121,0
Lençóis Paulista,19/05/2020,87,0,2,0
Lençóis Paulista,19/05/2021,9943,70,143,0
Lençóis Paulista,19/06/2020,640,67,16,0
Lençóis Paulista,19/06/2021,11070,34,164,2
Lençóis Paulista,19/07/2020,1268,1,29,0
Lençóis Paulista,19/07/2021,11664,6,175,0
Lençóis Paulista,19/08/2020,2123,16,36,0
Lençóis Paulista,19/08/2021,11875,7,182,0
Lençóis Paulista,19/09/2020,2519,4,44,0
Lençóis Paulista,19/10/2020,2776,1,47,0
Lençóis Paulista,19/11/2020,3034,15,52,0
Lençóis Paulista,19/12/2020,3541,28,53,1
Lençóis Paulista,20/01/2021,4525,72,61,1
Lençóis Paulista,20/02/2021,5465,52,69,0
Lençóis Paulista,20/03/2021,7223,135,77,1
Lençóis Paulista,20/04/2020,3,0,0,0
Lençóis Paulista,20/04/2021,8918,35,123,2
Lençóis Paulista,20/05/2020,92,5,2,0
Lençóis Paulista,20/05/2021,9988,45,143,0
Lençóis Paulista,20/06/2020,687,47,16,0
Lençóis Paulista,20/06/2021,11084,14,164,0
Lençóis Paulista,20/07/2020,1270,2,29,0
Lençóis Paulista,20/07/2021,11668,4,176,1
Lençóis Paulista,20/08/2020,2148,25,37,1
Lençóis Paulista,20/08/2021,11881,6,182,0
Lençóis Paulista,20/09/2020,2527,8,44,0
Lençóis Paulista,20/10/2020,2786,10,47,0
Lençóis Paulista,20/11/2020,3049,15,52,0
Lençóis Paulista,20/12/2020,3541,0,53,0
Lençóis Paulista,21/01/2021,4558,33,61,0
Lençóis Paulista,21/02/2021,5485,20,69,0
Lençóis Paulista,21/03/2021,7326,103,78,1
Lençóis Paulista,21/04/2020,3,0,0,0
Lençóis Paulista,21/04/2021,8975,57,124,1
Lençóis Paulista,21/05/2020,112,20,3,1
Lençóis Paulista,21/05/2021,10022,34,143,0
Lençóis Paulista,21/06/2020,705,18,16,0
Lençóis Paulista,21/06/2021,11099,15,164,0
Lençóis Paulista,21/07/2020,1276,6,28,-1
Lençóis Paulista,21/07/2021,11684,16,176,0
Lençóis Paulista,21/08/2020,2153,5,37,0
Lençóis Paulista,21/08/2021,11886,5,182,0
Lençóis Paulista,21/09/2020,2527,0,44,0
Lençóis Paulista,21/10/2020,2805,19,47,0
Lençóis Paulista,21/11/2020,3061,12,52,0
Lençóis Paulista,21/12/2020,3542,1,53,0
Lençóis Paulista,22/01/2021,4577,19,61,0
Lençóis Paulista,22/02/2021,5485,0,69,0
Lençóis Paulista,22/03/2021,7346,20,78,0
Lençóis Paulista,22/04/2020,3,0,0,0
Lençóis Paulista,22/04/2021,9018,43,125,1
Lençóis Paulista,22/05/2020,116,4,3,0
Lençóis Paulista,22/05/2021,10057,35,144,1
Lençóis Paulista,22/06/2020,707,2,16,0
Lençóis Paulista,22/06/2021,11131,32,168,4
Lençóis Paulista,22/07/2020,1428,152,28,0
Lençóis Paulista,22/07/2021,11697,13,176,0
Lençóis Paulista,22/08/2020,2178,25,37,0
Lençóis Paulista,22/08/2021,11887,1,182,0
Lençóis Paulista,22/09/2020,2530,3,44,0
Lençóis Paulista,22/10/2020,2809,4,47,0
Lençóis Paulista,22/11/2020,3061,0,52,0
Lençóis Paulista,22/12/2020,3570,28,53,0
Lençóis Paulista,23/01/2021,4676,99,61,0
Lençóis Paulista,23/02/2021,5510,25,70,1
Lençóis Paulista,23/03/2021,7418,72,84,6
Lençóis Paulista,23/04/2020,4,1,0,0
Lençóis Paulista,23/04/2021,9069,51,127,2
Lençóis Paulista,23/05/2020,139,23,3,0
Lençóis Paulista,23/05/2021,10087,30,144,0
Lençóis Paulista,23/06/2020,738,31,16,0
Lençóis Paulista,23/06/2021,11156,25,168,0
Lençóis Paulista,23/07/2020,1501,73,28,0
Lençóis Paulista,23/07/2021,11709,12,176,0
Lençóis Paulista,23/08/2020,2182,4,37,0
Lençóis Paulista,23/08/2021,11892,5,182,0
Lençóis Paulista,23/09/2020,2549,19,44,0
Lençóis Paulista,23/10/2020,2819,10,47,0
Lençóis Paulista,23/11/2020,3061,0,52,0
Lençóis Paulista,23/12/2020,3625,55,53,0
Lençóis Paulista,24/01/2021,4705,29,61,0
Lençóis Paulista,24/02/2021,5545,35,70,0
Lençóis Paulista,24/03/2021,7524,106,85,1
Lençóis Paulista,24/04/2020,4,0,0,0
Lençóis Paulista,24/04/2021,9120,51,127,0
Lençóis Paulista,24/05/2020,140,1,4,1
Lençóis Paulista,24/05/2021,10102,15,144,0
Lençóis Paulista,24/06/2020,793,55,16,0
Lençóis Paulista,24/06/2021,11199,43,168,0
Lençóis Paulista,24/07/2020,1572,71,31,3
Lençóis Paulista,24/07/2021,11711,2,176,0
Lençóis Paulista,24/08/2020,2230,48,39,2
Lençóis Paulista,24/08/2021,11892,0,182,0
Lençóis Paulista,24/09/2020,2568,19,44,0
Lençóis Paulista,24/10/2020,2843,24,48,1
Lençóis Paulista,24/11/2020,3074,13,52,0
Lençóis Paulista,24/12/2020,3664,39,53,0
Lençóis Paulista,25/01/2021,4704,-1,61,0
Lençóis Paulista,25/02/2021,5595,50,71,1
Lençóis Paulista,25/03/2021,7628,104,88,3
Lençóis Paulista,25/04/2020,5,1,1,1
Lençóis Paulista,25/04/2021,9152,32,129,2
Lençóis Paulista,25/05/2020,140,0,4,0
Lençóis Paulista,25/05/2021,10127,25,144,0
Lençóis Paulista,25/06/2020,820,27,16,0
Lençóis Paulista,25/06/2021,11252,53,169,1
Lençóis Paulista,25/07/2020,1634,62,32,1
Lençóis Paulista,25/07/2021,11714,3,176,0
Lençóis Paulista,25/08/2020,2240,10,40,1
Lençóis Paulista,25/08/2021,11904,12,182,0
Lençóis Paulista,25/09/2020,2582,14,44,0
Lençóis Paulista,25/10/2020,2843,0,48,0
Lençóis Paulista,25/11/2020,3099,25,52,0
Lençóis Paulista,25/12/2020,3665,1,53,0
Lençóis Paulista,26/01/2021,4725,21,62,1
Lençóis Paulista,26/02/2021,5624,29,71,0
Lençóis Paulista,26/03/2021,7710,82,91,3
Lençóis Paulista,26/04/2020,5,0,1,0
Lençóis Paulista,26/04/2021,9163,11,130,1
Lençóis Paulista,26/05/2020,142,2,4,0
Lençóis Paulista,26/05/2021,10182,55,144,0
